date, pm25, pm10, o3, no2, so2, co
2015/6/30, 134, 85, 38, 89, 27, 35
2015/2/7, 88, 68, 42, 79, 26, 49
2015/2/8, 110, 66, 15, 77, 23, 43
2015/2/9, 103, 93, 15, 76, 20, 46
2015/2/10, 131, 74, 14, 64, 12, 48
2015/2/11, 114, 59, 16, 54, 16, 27
2015/2/12, 86, 74, 54, 53, 17, 29
2015/2/13, 88, 99, 54, 67, 24, 47
2015/2/14, 114, 97, 50, 68, 23, 28
2015/2/15, 113, 80, 50, 86, 37, 28
2015/2/16, 100, 66, 41, 93, 25, 25
2015/2/17, 92, 78, 55, 90, 22, 28
2015/2/18, 110, 57, 55, 78, 22, 22
2015/2/19, 80, 46, 44, 73, 18, 23
2015/2/20, 76, 31, 60, 54, 17, 21
2015/2/21, 51, 51, 60, 65, 17, 24
2015/2/22, 64, 55, 60, 75, 19, 23
2015/2/23, 67, 61, 60, 78, 23, 24
2015/2/24, 71, 60, 42, 83, 28, 25
2015/2/25, 91, 58, 35, 66, 26, 23
2015/2/26, 89, , , , , 
2015/3/2, 116, 54, 91, 55, 25, 18
2015/3/3, 83, 46, 100, 52, 19, 27
2015/3/4, 58, 41, 62, 51, 24, 22
2015/3/5, 57, 66, 52, 49, 22, 20
2015/3/6, 50, 82, 55, 59, 30, 28
2015/3/7, 75, 83, 49, 50, 45, 34
2015/3/8, 116, 83, 40, 50, 35, 35
2015/3/9, 112, 193, 40, 38, 21, 23
2015/3/10, 113, 58, 37, 40, 17, 24
2015/3/11, 74, 79, 57, 49, 24, 31
2015/3/12, 134, 78, 58, 56, 28, 39
2015/3/13, 140, 69, 56, 54, 31, 56
2015/3/14, 117, 69, 52, 55, 33, 42
2015/3/15, 106, 46, 40, 45, 22, 26
2015/3/16, 63, 45, 39, 42, 26, 26
2015/3/17, 69, 68, 47, 44, 25, 30
2015/3/18, 119, 67, 47, 41, 24, 43
2015/3/19, 106, 43, 37, 34, 19, 20
2015/3/20, 71, 41, 41, 37, 16, 42
2015/3/21, 60, 37, 42, 41, 17, 21
2015/3/22, 49, 22, 65, 32, 15, 20
2015/3/23, 30, 29, 87, 39, 20, 25
2015/3/24, 35, 175, 48, 45, 27, 26
2015/3/25, 57, 500, 58, 42, 18, 17
2015/3/26, 40, 500, 43, 37, 17, 17
2015/3/27, 42, 500, 90, 57, 23, 31
2015/3/28, 69, , 81, 60, 27, 44
2015/3/29, 83, 50, 84, 53, 22, 29
2015/3/30, 73, 42, 98, 43, 20, 21
2015/3/31, 62, 26, 109, 29, 19, 26
2024/10/5, , 52, , 76, 12, 30
2024/7/1, , 56, 65, 52, 15, 33
2024/8/9, , 74, 69, 71, 13, 51
2024/5/15, , 74, 55, 82, 32, 38
2024/6/1, , 91, , 90, 12, 32
2024/6/14, , 65, 63, 55, 12, 26
2024/6/19, , 49, 59, 82, 24, 12
2024/1/5, , 58, , 60, 46, 31
2024/1/9, , 85, , 110, 29, 68
2024/1/16, , 65, , 102, 77, 69
2024/1/30, , 58, , 57, 28, 36
2024/2/1, , 26, , 51, 17, 35
2024/2/5, , 53, , 63, 38, 34
2024/2/9, , 73, , 89, 50, 64
2024/3/11, , 59, , 78, 56, 32
2023/10/30, , 104, , 94, 19, 42
2023/12/15, , 61, , 69, 31, 52
2023/7/26, , 93, 77, 104, 23, 41
2023/8/21, , 67, 60, 55, 25, 42
2023/9/17, , 69, , 17, 12, 37
2023/9/29, , 64, , 77, 20, 55
2023/6/10, , 55, 71, 85, 26, 50
2023/2/8, , 46, , 51, 54, 15
2023/3/27, , 29, , 58, 32, 13
2019/12/31, , 66, 8, 46, 15, 20
2019/11/18, , 49, 3, 47, 5, 11
2018/12/31, , , , , , 
2018/5/2, , 53, 29, 44, 2, 5
2018/6/7, , 171, 25, 34, 5, 7
2017/12/31, , 96, 12, 79, 8, 28
2017/10/17, , 95, 18, 71, 6, 20
2017/12/9, , 50, 1, 25, 3, 19
2017/4/6, , 13, 18, , 3, 8
2017/1/17, , 83, 10, , 41, 33
2016/10/16, , 86, , , 15, 37
2016/10/17, , 87, , , , 42
2016/10/18, , 101, , , , 30
2016/10/19, , 93, , , 18, 32
2016/10/20, , 93, , , , 29
2016/10/21, , 85, , , , 36
2016/10/22, , 72, , , 17, 26
2016/10/23, , 67, , , 16, 35
2016/10/24, , 69, , , 16, 40
2016/10/25, , 67, 5, , 16, 33
2016/10/26, , 60, 2, , 15, 22
2016/10/27, , 70, 2, , 17, 31
2016/10/28, , 88, 2, , 20, 74
2016/10/29, , 90, 2, , 19, 51
2016/10/30, , 73, 16, , 26, 36
2016/10/31, , 101, 4, , 16, 68
2016/11/1, , 89, 2, , 15, 51
2016/11/2, , 89, , , 16, 30
2016/11/3, , 75, , , 15, 18
2016/11/4, , 69, , , 14, 35
2016/11/5, , 81, 9, , 19, 47
2016/11/6, , 75, 9, , 15, 31
2016/11/7, , 49, 9, , 14, 21
2016/7/1, , 67, 19, , , 53
2016/7/2, , 92, , , , 32
2016/7/3, , 92, 23, , , 21
2016/7/4, , 110, 22, , , 26
2016/7/5, , 85, 14, , , 34
2016/7/6, , 69, , , , 29
2016/7/7, , 65, , , , 28
2016/7/8, , 62, , , , 35
2016/7/9, , 67, 16, , , 25
2016/7/10, , 77, 9, , , 29
2016/7/11, , 68, 9, , , 33
2016/7/12, , 75, 14, , , 24
2016/7/13, , 103, 17, , , 25
2016/7/14, , 82, 14, , , 31
2016/7/15, , 60, 15, , , 33
2016/7/16, , 56, 13, , , 41
2016/7/17, , 58, 22, , , 27
2016/7/18, , 57, 23, , , 70
2016/7/19, , 52, 24, , , 67
2016/7/20, , 65, 27, , , 67
2016/7/21, , 80, 29, , , 54
2016/7/22, , 74, 21, , , 67
2016/7/23, , 67, 9, , , 72
2016/7/24, , 69, 9, , , 71
2016/7/25, , 67, , , , 63
2016/7/26, , 79, 55, , , 61
2016/7/27, , 92, 26, , 7, 62
2016/7/28, , 79, 27, , 5, 55
2016/7/29, , 68, 29, , 9, 53
2016/7/30, , 81, 18, , , 53
2016/7/31, , 65, 15, , , 
2016/8/1, , 61, , , , 
2016/8/3, , 70, 26, , , 17
2016/8/4, , 57, 30, , 7, 21
2016/8/5, , 56, 32, , 6, 22
2016/8/6, , 54, 35, , 6, 31
2016/8/7, , 58, 21, , 6, 41
2016/8/8, , 60, 25, , 10, 39
2016/8/9, , 60, 35, , 9, 36
2016/8/10, , 61, 38, , 15, 38
2016/8/11, , 63, 37, , 15, 45
2016/8/12, , 62, 22, , 14, 48
2016/8/13, , 61, , , , 
2016/8/31, , 76, , , , 40
2016/9/1, , 76, 8, , 14, 26
2016/9/2, , 82, 20, , 13, 21
2016/9/3, , 126, 14, , 16, 51
2016/9/4, , 86, 10, , 14, 56
2016/9/5, , 81, 24, , 14, 46
2016/9/6, , 78, 26, , 12, 54
2016/9/7, , 84, 20, , 14, 
2016/9/8, , 118, 19, , 10, 
2016/9/9, , 75, 16, , 12, 
2016/9/10, , 62, , , , 
2016/9/12, , 75, , , 23, 31
2016/9/13, , 76, , , 38, 34
2016/9/14, , 69, 6, , 11, 53
2016/9/15, , 81, 10, , 12, 23
2016/9/16, , 86, 8, , 12, 49
2016/9/17, , 73, 6, , 12, 34
2016/9/18, , 72, 7, , 15, 23
2016/9/19, , 65, , , 16, 52
2016/9/20, , 68, 4, , 14, 44
2016/9/21, , 69, 4, , 17, 51
2016/9/22, , 72, 5, , 13, 70
2016/9/23, , 71, 4, , 9, 81
2016/9/24, , 72, 5, , 14, 41
2016/9/25, , 84, , , 15, 61
2016/9/26, , 85, , , , 
2016/5/25, , 71, 19, , , 27
2016/5/29, , 56, 15, , , 
2016/5/30, , 52, 29, , , 52
2016/5/31, , 53, 29, , , 30
2016/6/1, , 57, 26, , , 21
2016/6/2, , 82, 20, , , 20
2016/6/3, , 42, , , , 39
2016/6/4, , 75, 18, , , 50
2016/6/5, , 96, 18, , , 33
2016/6/6, , 126, 12, , , 48
2016/6/7, , 81, 20, , , 32
2016/6/8, , 84, 20, , , 35
2016/6/9, , 100, 18, , , 61
2016/6/10, , 76, 11, , , 37
2016/6/11, , 67, 11, , , 24
2016/6/12, , 68, 19, , , 20
2016/6/13, , 58, 17, , , 26
2016/6/14, , 62, 29, , , 41
2016/6/15, , 54, 23, , , 44
2016/6/16, , 59, , , , 33
2016/6/17, , 82, , , , 24
2016/6/18, , 83, 21, , , 28
2016/6/19, , 72, 12, , , 34
2016/6/20, , 66, 12, , , 28
2016/6/21, , 35, 12, , , 30
2016/6/22, , 56, 14, , , 27
2016/6/23, , 58, 14, , , 30
2016/6/24, , 54, 17, , , 50
2016/6/25, , 65, 12, , , 36
2016/6/26, , 66, , , , 35
2016/6/27, , 57, , , , 32
2016/6/28, , 56, 13, , , 41
2016/6/29, , 65, 13, , , 73
2016/6/30, , 60, 13, , , 58
2016/1/1, , 36, , , , 
2015/7/1, , 80, 45, 88, 27, 24
2015/7/2, , 37, 49, 67, 28, 43
2015/7/3, , 62, 61, 75, 30, 54
2015/7/4, , 108, 61, 69, 28, 20
2015/7/5, , 108, 61, 69, 28, 20
2015/7/6, , 82, 57, 99, 27, 39
2015/7/7, , 65, 42, 87, 28, 22
2015/7/8, , 64, 50, 85, 28, 32
2015/7/9, , 61, 50, 74, 32, 38
2015/7/10, , 57, 50, 78, 31, 39
2015/7/11, , 58, 54, 80, 24, 28
2015/7/12, , 62, 48, 87, 30, 20
2015/7/13, , 61, 48, 87, 35, 33
2015/7/14, , 65, 44, 90, 29, 51
2015/7/15, , 68, 49, 84, 27, 36
2015/7/16, , 65, 50, 95, 29, 32
2015/7/17, , 115, 59, 76, 26, 23
2015/7/18, , 126, 59, 67, 29, 23
2015/7/19, , 252, 46, 47, 25, 22
2015/7/20, , 115, 52, 54, 20, 17
2015/7/21, , 141, 53, 62, 24, 18
2015/7/22, , 136, 48, 91, 27, 28
2015/7/23, , 78, 47, , 31, 38
2015/7/24, , 93, 62, , 29, 25
2015/7/25, , 54, 69, , 30, 32
2015/7/26, , 54, 84, 103, 29, 31
2015/7/27, , 56, 97, 101, 34, 8
2015/7/28, , 50, 86, 98, 36, 18
2015/7/29, , 57, 84, 101, 28, 56
2015/7/30, , 55, 97, 99, 26, 23
2015/7/31, , 47, 81, 82, 29, 15
2015/8/1, , 49, 96, 102, 30, 38
2015/8/2, , 55, 84, 104, 27, 28
2015/8/3, , 56, 91, 102, 25, 24
2015/8/4, , 58, 86, 101, 25, 20
2015/8/5, , 59, 93, 104, 33, 39
2015/8/6, , 52, 99, 105, 33, 22
2015/8/7, , 54, 76, 108, 29, 26
2015/8/8, , 54, 59, 98, 28, 26
2015/8/9, , 71, 51, 91, 29, 37
2015/8/10, , 156, 51, 79, 27, 13
2015/8/11, , 68, 61, 83, 29, 18
2015/8/12, , 57, 62, 102, 29, 40
2015/8/13, , 60, 57, 105, 30, 7
2015/8/14, , 57, 119, 107, 28, 19
2015/8/15, , 57, 136, 107, 27, 41
2015/8/16, , 61, 85, 105, 31, 52
2015/8/17, , 58, 83, 108, 33, 57
2015/8/18, , 59, 91, 114, 31, 38
2015/8/19, , 83, 72, 111, 24, 53
2015/8/20, , 85, 65, 106, 26, 49
2015/8/21, , 85, 94, 107, 27, 47
2015/8/22, , 106, 103, 106, 30, 25
2015/8/23, , 101, 65, 103, 27, 36
2015/8/24, , 73, 55, 96, 30, 56
2015/8/25, , 77, 55, 104, 28, 58
2015/8/26, , 116, 78, 101, 32, 32
2015/8/27, , 82, 67, 102, 30, 46
2015/8/28, , 79, 73, 97, 29, 37
2015/8/29, , 65, 59, 98, 32, 47
2015/8/30, , 58, 53, 100, 29, 40
2015/8/31, , 61, 53, 102, 27, 46
2015/9/1, , 469, 54, 94, 28, 35
2015/9/2, , 131, 70, 88, 29, 33
2015/9/3, , 63, 78, 102, 35, 36
2015/9/4, , 56, 91, 103, 31, 52
2015/9/5, , 62, 98, 107, 29, 56
2015/9/6, , 76, 97, 105, 29, 66
2015/9/7, , 73, 56, 97, 28, 37
2015/9/8, , 90, 56, 79, 30, 35
2015/9/9, , 78, 90, 81, 33, 39
2015/9/10, , 65, 90, 86, 30, 33
2015/9/11, , 63, 105, 90, 27, 41
2015/9/12, , 61, 122, 101, 28, 41
2015/9/13, , 62, 66, 103, 29, 43
2015/9/14, , 58, 61, 100, 32, 40
2015/9/15, , 64, 71, 96, 35, 40
2015/9/16, , 59, 100, 87, 36, 36
2015/9/17, , 500, 89, 85, 30, 36
2015/9/18, , 500, 112, 69, 29, 32
2015/9/20, , 110, 79, 79, 28, 51
2015/9/21, , 91, 87, 101, 28, 53
2015/4/3, , 50, 86, 48, 19, 37
2015/4/13, , 72, 115, 42, 15, 22
2015/4/24, , 91, 72, , 18, 
2015/5/2, , 71, 56, , 19, 35
2015/5/9, , 57, 50, 32, , 25
2015/6/21, , 91, 76, 73, 38, 84
2015/2/6, , 58, 46, 87, 21, 52
2015/3/1, , 71, 88, 71, 28, 26
2024/7/22, , , 53, 80, 9, 23
2024/7/31, , , 65, 87, 18, 91
2017/4/12, , , 1, , , 
2016/8/2, , , 21, , , 26
2016/9/11, , , 6, , 19, 51
2015/11/3, , , 12, 24, , 13
2015/11/4, , , 11, 32, , 22
2015/11/5, , , 12, 33, , 20
2015/11/6, , , 11, 30, , 24
2015/11/7, , , 12, 26, , 14
2015/9/19, , , 119, 65, 29, 34
2024/8/16, , , , 10, 12, 35
2022/6/9, , , , 106, 17, 27
2022/1/22, , , , 86, 56, 
2022/1/23, , , , 103, 41, 
2021/9/30, , , , 24, 22, 
2021/4/2, , , , 8, 49, 23
2021/6/4, , , , 20, 17, 
2021/6/24, , , , 23, 23, 
2021/3/22, , , , 12, 19, 28
2020/12/25, , , , 40, 24, 37
2020/6/25, , , , 7, 20, 18
2015/11/8, , , , 25, , 12
2015/11/9, , , , 23, , 26
2015/11/10, , , , 22, , 8
2015/11/11, , , , 22, , 
2015/11/12, , , , 26, 3, 7
2015/11/13, , , , 29, 8, 30
2015/11/14, , , , 27, 4, 27
2015/11/15, , , , 32, 6, 30
2015/11/16, , , , 34, 6, 18
2015/11/17, , , , 34, 12, 37
2015/11/18, , , , 37, , 12
2015/11/19, , , , 40, , 10
2015/11/20, , , , 29, , 26
2015/11/23, , , , 47, 7, 52
2015/11/24, , , , 42, 7, 49
2015/11/25, , , , 58, 6, 49
2015/11/26, , , , 58, 8, 25
2015/11/27, , , , 35, 4, 28
2015/11/28, , , , 45, 12, 39
2015/11/29, , , , 43, 7, 28
2022/10/10, , , , , 49, 49
2015/11/21, , , , , 6, 45
2015/11/22, , , , , 6, 33
2016/8/30, , , , , , 51
2015/5/8, , , , , , 44
