date, pm25, pm10, o3, no2, so2, co
2022/5/26, 148, 134, 65, 57, 11, 
2022/5/27, 92, 65, 65, 57, 13, 
2022/5/28, 99, 57, 56, 84, 34, 
2022/5/29, 85, 52, 61, 71, 24, 
2022/5/30, 88, 50, 61, 84, 12, 
2022/5/31, 116, 53, 55, 94, 12, 
2022/6/1, 101, 52, 54, 78, 12, 
2022/6/2, 89, 52, , 73, 10, 
2022/1/3, 115, 46, , 50, 11, 
2022/1/4, 94, 36, , 41, 9, 
2022/1/5, 77, 53, , 59, 14, 
2022/1/6, 96, 64, , 75, 16, 
2022/1/7, 153, 70, , 77, 24, 
2022/1/8, 152, 82, , 82, 27, 
2022/1/9, 167, 80, , 82, 17, 
2022/1/10, 166, 75, , 76, 19, 
2022/1/11, 159, 59, , 56, 17, 
2022/1/12, 139, 60, , 70, 20, 
2022/1/13, 116, 38, , 46, 10, 
2022/1/14, 102, 30, , 44, 9, 
2022/1/15, 82, 23, , 43, 8, 
2022/1/16, 59, 26, , 49, 9, 
2022/1/17, 69, 36, , 41, 12, 
2022/1/18, 69, 61, , 66, 20, 
2022/1/19, 119, 61, , 55, 14, 
2022/1/20, 119, 24, , 28, 12, 
2022/1/21, 52, 55, , 54, 22, 
2022/1/22, 98, 72, , 61, 26, 
2022/1/23, 124, 92, , 68, 30, 
2022/1/24, 161, 102, , 77, 34, 
2022/1/25, 167, 81, , 52, 17, 
2022/1/26, 153, 54, , 46, 11, 
2022/1/27, 98, 28, , 25, 10, 
2022/1/28, 54, 62, , 48, 14, 
2022/1/29, 82, 52, , 43, 12, 
2022/1/30, 72, 40, , 41, 13, 
2022/1/31, 65, 57, , 44, 11, 
2022/2/1, 119, 70, , 59, 14, 
2022/2/2, 150, 73, , 68, 15, 
2022/2/3, 145, 69, , 58, 13, 
2022/2/4, 152, 38, , 37, 8, 
2022/2/5, 103, 25, , 27, 11, 
2022/2/6, 61, 37, , 39, 13, 
2022/2/7, 73, 47, , 46, 18, 
2022/2/8, 81, 53, , 52, 17, 
2022/2/9, 100, 59, , 59, 17, 
2022/2/10, 116, 48, , 46, 11, 
2022/2/11, 108, 57, , 42, 12, 
2022/2/12, 124, 72, , 58, 16, 
2022/2/13, 154, 62, , 43, 12, 
2022/2/14, 111, 48, , 46, 12, 
2022/2/15, 97, 58, , 49, 13, 
2022/2/16, 123, 52, , 39, 9, 
2022/2/17, 109, 51, , 42, 9, 
2022/2/18, 104, 58, , 46, 11, 
2022/2/19, 120, , , 36, 5, 
2022/2/20, 85, 48, , 40, 8, 
2022/2/21, 107, 52, , 47, 11, 
2022/2/22, 104, 32, , 43, 13, 
2022/2/23, 104, , , 42, 14, 
2022/2/24, 98, , , 44, 11, 
2022/2/25, 98, , , 40, 8, 
2022/2/26, 87, , , 31, 9, 
2022/2/27, 68, , , 40, 11, 
2022/2/28, 89, , , 46, 9, 
2022/3/1, 120, , , 52, 13, 
2022/3/2, 124, , , 48, 17, 
2022/3/3, 108, , , 20, 6, 
2022/3/9, 129, 62, , 47, 7, 
2022/3/10, 108, 55, , 39, 7, 
2022/3/11, 110, 51, , 37, 6, 
2022/3/12, 79, 65, , 39, 7, 
2022/3/13, 88, 89, , 50, 9, 
2022/3/14, 294, 92, , 41, 11, 
2022/3/16, 152, 48, , 38, 8, 
2022/3/17, 62, 42, , 42, 11, 
2022/3/18, 88, 47, , 45, 9, 
2022/3/20, 78, 59, , 39, 7, 
2022/3/21, 95, 53, , 33, 4, 
2022/3/22, 101, 33, , 38, 5, 
2021/10/1, 145, 70, , 41, 13, 
2021/10/2, 180, 69, , 50, 13, 
2021/10/3, 121, 74, , 51, 9, 
2021/10/4, 107, 73, , 52, 13, 
2021/10/5, 126, 79, , 52, 10, 
2021/10/6, 136, 80, , 35, 7, 
2021/10/7, 111, 70, , 30, 8, 
2021/10/8, 94, 64, , 37, 7, 
2021/10/9, 87, 60, , 42, 9, 
2021/10/10, 85, 54, , 48, 13, 
2021/10/11, 81, 71, , 65, 14, 
2021/10/12, 121, 75, , 77, 13, 
2021/10/13, 137, 84, , 75, 12, 
2021/10/14, 132, 65, , 56, 12, 
2021/10/15, 111, 75, , 67, 17, 
2021/10/16, 122, 69, , 63, 11, 
2021/10/17, 114, 70, , 52, 11, 
2021/10/18, 111, 69, , 52, 10, 
2021/10/19, 105, 69, , 51, 11, 
2021/10/20, 112, 52, , 39, 10, 
2021/10/21, 75, 52, , 38, 17, 
2021/10/22, 82, 56, , 49, 14, 
2021/10/23, 85, 53, , 48, 13, 
2021/10/24, 87, 67, , 59, 18, 
2021/10/25, 100, 76, , 69, 13, 
2021/10/26, 140, 76, , 47, 10, 
2021/10/27, 156, 66, , 47, 22, 
2021/10/28, 103, 63, , 52, 25, 
2021/10/29, 112, 46, , 51, 11, 
2021/10/30, 106, 67, , 65, 24, 
2021/10/31, 152, 66, , 62, 15, 
2021/11/1, 133, 89, , 82, 18, 
2021/11/2, 163, 85, , 68, 16, 
2021/11/3, 154, 45, , 40, 9, 
2021/11/4, 102, 16, , 35, 6, 
2021/11/5, 64, 25, , 37, 7, 
2021/11/20, 162, 90, , 81, 17, 
2021/11/21, 171, 95, , 84, 22, 
2021/11/22, 180, 68, , 72, 23, 
2021/11/23, 148, 69, , 80, 17, 
2021/11/24, 141, 76, , 89, 19, 
2021/11/25, 145, 65, , 73, 14, 
2021/11/26, 154, 58, , 64, 12, 
2021/11/27, 122, 72, , 75, 20, 
2021/11/28, 130, 94, , 91, 22, 
2021/11/29, 171, 96, , 92, 19, 
2021/11/30, 173, 109, , 98, 25, 
2021/12/1, 177, 84, , 72, 13, 
2021/12/2, 156, 23, , 42, 6, 
2021/12/3, 58, 64, , 67, 14, 
2021/12/4, 109, 81, , 84, 19, 
2021/12/5, 145, 91, , 80, 18, 
2021/12/6, 171, 81, , 84, 18, 
2021/12/7, 159, 80, , 80, 23, 
2021/12/8, 162, 105, , 86, 21, 
2021/12/9, 164, , , 64, 16, 
2021/12/10, 167, 70, , 77, 17, 
2021/12/11, 131, 92, , 95, 28, 
2021/12/12, 165, 88, , 89, 24, 
2021/12/13, 164, 85, , 79, 27, 
2021/12/14, 163, 75, , 73, 15, 
2021/12/15, 158, 60, , 62, 13, 
2021/12/16, 136, 65, , 68, 19, 
2021/12/17, 147, 52, , 63, 13, 
2021/12/18, 128, 61, , 67, 11, 
2021/12/19, 153, 71, , 73, 14, 
2021/12/20, 149, 42, , 49, 9, 
2021/12/21, 114, , , 38, 7, 
2021/12/22, 69, , , 47, 9, 
2021/12/23, 68, , , 49, 9, 
2021/12/24, 121, 29, , 36, 8, 
2021/12/25, 75, 53, , 56, 15, 
2021/12/26, 103, 69, , 69, 18, 
2021/12/27, 140, 74, , 69, 18, 
2021/12/28, 194, 72, , 72, 14, 
2021/12/29, 151, 80, , 75, 18, 
2021/12/30, 159, 73, , 64, 19, 
2021/12/31, 199, 79, , 75, 21, 
2022/1/1, 193, 51, , 51, 12, 
2022/1/2, 166, 44, , 47, 9, 
2021/7/1, 109, 53, , 33, 6, 
2021/7/2, 101, 70, , 44, 8, 
2021/7/3, 124, 65, , 42, 8, 
2021/7/4, 122, 63, , 47, 7, 
2021/7/5, 121, 71, , 53, 9, 
2021/7/6, 129, 73, , 69, 8, 
2021/7/7, 133, 75, , 58, 8, 
2021/7/8, 137, 130, , 36, 6, 
2021/7/9, 143, 178, , 34, 6, 
2021/7/10, 156, 136, , 40, 8, 
2021/7/11, 156, 98, , 52, 8, 
2021/7/12, 153, 105, , 37, 7, 
2021/7/13, 148, 112, , 34, 8, 
2021/7/14, 144, 130, , 32, 6, 
2021/7/15, 144, 126, , 25, 6, 
2021/7/16, 138, 71, , 31, 7, 
2021/7/17, 119, 63, , 30, 6, 
2021/7/18, 115, 54, , 49, 6, 
2021/7/19, 100, 54, , 50, 8, 
2021/7/20, 110, 49, , 56, 6, 
2021/7/21, 106, 52, , 56, 7, 
2021/7/22, 105, 52, , 50, 7, 
2021/7/23, 109, 63, , 62, 11, 
2021/7/24, 136, 46, , 66, 8, 
2021/7/25, 118, 65, , 49, 8, 
2021/7/26, 128, 69, , 53, 7, 
2021/7/27, 117, 59, , 39, 6, 
2021/7/28, 102, 128, , 29, 5, 
2021/7/29, 121, 60, , 26, 4, 
2021/7/30, 97, 53, , 36, 6, 
2021/7/31, 91, 53, , 34, 5, 
2021/8/1, 97, 70, , 35, 5, 
2021/8/2, 108, 63, , 41, 7, 
2021/8/3, 104, 55, , 51, 6, 
2021/8/4, 109, 58, , 50, 6, 
2021/8/5, 112, 53, , 42, 6, 
2021/8/6, 105, 51, , 48, 7, 
2021/8/7, 94, 54, , 44, 7, 
2021/8/8, 98, 53, , 44, 5, 
2021/8/9, 93, 51, , 48, 8, 
2021/8/10, 98, 57, , 51, 10, 
2021/8/11, 105, 56, , 45, 8, 
2021/8/12, 100, 58, , 51, 10, 
2021/8/13, 107, 75, , 48, 11, 
2021/8/14, 129, 62, , 40, 7, 
2021/8/15, 109, 65, , 36, 8, 
2021/8/16, 110, 58, , 46, 7, 
2021/8/17, 97, 65, , 40, 7, 
2021/8/18, 117, 52, , 37, 8, 
2021/8/19, 95, 59, , 47, 7, 
2021/8/20, 102, 66, , 69, 10, 
2021/8/21, 111, 59, , , 6, 
2021/8/22, 99, 62, , , 8, 
2021/8/23, 117, 57, , , 6, 
2021/8/24, 107, 57, , , 7, 
2021/8/25, 104, 60, , 39, 7, 
2021/8/26, 111, 70, , 63, 9, 
2021/8/27, 139, 70, , 44, 8, 
2021/8/28, 119, 67, , 50, 8, 
2021/8/29, 127, 69, , 61, 9, 
2021/8/30, 134, 66, , 62, 10, 
2021/8/31, 128, 63, , 58, 10, 
2021/9/1, 127, 57, , 52, 8, 
2021/9/2, 121, 66, , 48, 8, 
2021/9/3, 179, 92, , 54, 11, 
2021/9/4, 149, 102, , 48, 10, 
2021/9/5, 154, 87, , 40, 7, 
2021/9/6, 135, 65, , 43, 9, 
2021/9/7, 113, 73, , 34, 6, 
2021/9/8, 112, 71, , 37, 9, 
2021/9/9, 126, 75, , 35, 10, 
2021/9/10, 120, 73, , 41, 9, 
2021/9/11, 120, 71, , 44, 8, 
2021/9/12, 121, 66, , 42, 8, 
2021/9/13, 117, 62, , 43, 7, 
2021/9/14, 107, 61, , 47, 9, 
2021/9/15, 110, 60, , 48, 9, 
2021/9/16, 107, 60, , 48, 8, 
2021/9/17, 109, 70, , 50, 13, 
2021/9/18, 122, 74, , 51, 12, 
2021/9/19, 129, 72, , 52, 12, 
2021/9/20, 122, 76, , 55, 14, 
2021/9/21, 140, 73, , 48, 12, 
2021/9/22, 125, 79, , 43, 10, 
2021/9/23, 131, 79, , 46, 10, 
2021/9/24, 148, 71, , 43, 9, 
2021/9/25, 126, 121, , 35, 8, 
2021/9/26, 87, 112, , 34, 11, 
2021/9/27, 134, 99, , 48, 12, 
2021/9/28, 133, 105, , 57, 12, 
2021/9/29, 153, 93, , 51, 15, 
2021/9/30, 146, 119, , 38, 12, 
2021/4/1, 90, 60, , 39, 6, 
2021/4/2, 103, 61, , 31, 6, 
2021/4/3, 86, 39, , 33, 5, 
2021/4/4, 69, 43, , 46, 7, 
2021/4/5, 81, 54, , 45, 7, 
2021/4/6, 89, 85, , 46, 11, 
2021/4/7, 128, 88, , 58, 9, 
2021/4/8, 141, 73, , 38, 7, 
2021/4/9, 120, 78, , 46, 9, 
2021/4/10, 125, 67, , 30, 4, 
2021/4/11, 106, 55, , 30, 6, 
2021/4/12, 88, 64, , 40, 7, 
2021/4/13, 96, 74, , 38, 7, 
2021/4/14, 103, 47, , 19, 6, 
2021/4/15, 81, , , , , 
2021/4/17, 61, 56, , 59, 9, 
2021/4/18, 95, 64, , 57, 15, 
2021/4/19, 98, 65, , 48, 11, 
2021/4/20, 103, 74, , 52, 8, 
2021/4/21, 125, 65, , 37, 6, 
2021/4/22, 106, 83, , 32, 4, 
2021/4/23, 134, 64, , 39, 6, 
2021/4/24, 106, 51, , 30, 5, 
2021/4/25, 83, 59, , 33, 5, 
2021/4/26, 97, 74, , 36, 4, 
2021/4/27, 104, 60, , 28, 5, 
2021/4/28, 102, 52, , 34, 6, 
2021/4/29, 84, 57, , 37, 6, 
2021/4/30, 82, 55, , 43, 5, 
2021/5/1, 91, 56, , 28, 5, 
2021/5/2, 86, 41, , 32, 5, 
2021/5/3, 81, 37, , 26, 5, 
2021/5/4, 83, 57, , 40, 9, 
2021/5/5, 97, 53, , 35, 4, 
2021/5/6, 84, 50, , 33, 6, 
2021/5/7, 89, 50, , 36, 6, 
2021/5/8, 91, 50, , 38, 5, 
2021/5/9, 94, 59, , 50, 7, 
2021/5/10, 105, 43, , 29, 4, 
2021/5/11, 83, 59, , 34, 6, 
2021/5/12, 100, 44, , 25, 4, 
2021/5/13, 92, 46, , 30, 5, 
2021/5/14, 93, 44, , 37, 7, 
2021/5/15, 88, 46, , 37, 7, 
2021/5/16, 75, 55, , 42, 6, 
2021/5/17, 85, 61, , 43, 8, 
2021/5/18, 93, 67, , 38, 10, 
2021/5/19, 99, 45, , 35, 8, 
2021/5/20, 73, 46, , 39, 7, 
2021/5/21, 89, 42, , 40, 5, 
2021/5/22, 97, 75, , 41, 9, 
2021/5/23, 102, 71, , 35, 7, 
2021/5/24, 115, 69, , 34, 7, 
2021/5/25, 110, 49, , 35, 5, 
2021/5/26, 109, 53, , 33, 6, 
2021/5/27, 99, 44, , 35, 7, 
2021/5/28, 88, 52, , 45, 7, 
2021/5/29, 96, 61, , 49, 9, 
2021/5/30, 101, 55, , 46, 8, 
2021/5/31, 93, 53, , 44, 10, 
2021/6/1, 89, 52, , 54, 8, 
2021/6/2, 101, , , , , 
2021/6/5, 93, 55, , 29, 6, 
2021/6/6, 98, 60, , 39, 8, 
2021/6/7, 87, 53, , 48, 8, 
2021/6/8, 89, 59, , 58, 9, 
2021/6/9, 105, 60, , 52, 9, 
2021/6/10, 111, 49, , 41, 7, 
2021/6/11, 86, 61, , 54, 11, 
2021/6/12, 115, 66, , 59, 8, 
2021/6/13, 125, 68, , 51, 6, 
2021/6/14, 104, 74, , 52, 8, 
2021/6/15, 115, 73, , 59, 8, 
2021/6/16, 135, 65, , 36, 9, 
2021/6/17, 110, 63, , 42, 7, 
2021/6/18, 118, 64, , 39, 7, 
2021/6/19, 101, 59, , 37, 6, 
2021/6/20, 90, 69, , 41, 8, 
2021/6/21, 122, 69, , 47, 9, 
2021/6/22, 108, 63, , 53, 9, 
2021/6/23, 109, 58, , 52, 8, 
2021/6/24, 102, 57, , 44, 7, 
2021/6/25, 109, 57, , 42, 7, 
2021/6/26, 98, 58, , 43, 6, 
2021/6/27, 99, 53, , 40, 4, 
2021/6/28, 89, 59, , 39, 6, 
2021/6/29, 99, 64, , 34, 6, 
2021/6/30, 102, 61, , 31, 5, 
2021/1/4, 140, 64, , 59, 14, 28
2021/1/5, 120, 74, , 64, 15, 21
2021/1/6, 146, 84, , 69, 21, 25
2021/1/7, 159, 86, , 70, 17, 23
2021/1/8, 164, 83, , 73, 14, 21
2021/1/9, 163, 106, , 88, 15, 30
2021/1/10, 175, 119, , 94, 23, 37
2021/1/11, 182, 115, , 90, 26, 35
2021/1/12, 185, 113, , 87, 20, 30
2021/1/13, 180, 103, , 84, 20, 27
2021/1/14, 173, 78, , 74, 15, 28
2021/1/15, 148, 72, , 80, 15, 50
2021/1/16, 128, 66, , 66, 12, 31
2021/1/17, 119, 59, , 57, 10, 26
2021/1/18, 93, 47, , 51, 9, 20
2021/1/19, 76, 58, , 63, 19, 27
2021/1/20, 91, 36, , 36, 8, 12
2021/1/21, 53, 35, , 38, 9, 15
2021/1/22, 56, 51, , 43, 11, 14
2021/1/23, 65, 60, , 58, 14, 21
2021/1/24, 98, 87, , 82, 19, 28
2021/1/25, 147, 84, , 75, 24, 29
2021/1/26, 142, 87, , 85, 18, 33
2021/1/27, 152, 91, , 86, 29, 35
2021/1/28, 151, 84, , 79, 24, 22
2021/1/29, 155, 34, , 44, 6, 15
2021/1/30, 73, 27, , 38, 12, 13
2021/1/31, 43, 43, , 59, 14, 28
2021/2/1, 78, 67, , 84, 14, 39
2021/2/2, 128, 80, , 96, 22, 37
2021/2/3, 157, 76, , 84, 13, 29
2021/2/4, 155, 67, , 73, 13, 25
2021/2/5, 137, 26, , 39, 5, 16
2021/2/6, 60, 42, , 57, 7, 24
2021/2/7, 97, 75, , 74, 13, 37
2021/2/8, 155, 77, , 81, 13, 50
2021/2/9, 132, 65, , 68, 16, 45
2021/2/10, 126, 54, , 60, 9, 23
2021/2/11, 86, 44, , 56, 10, 26
2021/2/12, 86, 60, , 72, 13, 45
2021/2/13, 105, 71, , 84, 14, 50
2021/2/14, 120, 66, , 83, 12, 43
2021/2/15, 123, 76, , 85, 14, 41
2021/2/16, 137, 60, , 64, 12, 
2021/2/17, 89, 31, , 38, 5, 
2021/2/18, 64, 29, , 28, 5, 
2021/2/19, 53, 36, , 48, 8, 
2021/2/20, 60, 34, , 44, 8, 
2021/2/21, 59, 44, , 60, 9, 
2021/2/22, 74, 50, , , 10, 
2021/2/23, 74, 48, , , 9, 
2021/2/24, 77, 72, , , 5, 
2021/2/25, 80, 67, , , 6, 
2021/2/26, 88, 74, , , 9, 
2021/2/27, 111, 70, , , 11, 
2021/2/28, 127, 68, , , 11, 
2021/3/1, 121, 60, , , 10, 
2021/3/2, 102, 47, , , 8, 
2021/3/3, 82, 47, , , 7, 
2021/3/4, 90, 36, , , 6, 
2021/3/5, 70, 34, , , 8, 
2021/3/6, 79, 50, , , 15, 
2021/3/7, 92, 62, , , 11, 
2021/3/8, 107, 49, , , 8, 
2021/3/9, 87, 41, , , 9, 
2021/3/10, 76, 59, , , 8, 
2021/3/11, 104, 37, , , 4, 
2021/3/12, 88, 29, , , 5, 
2021/3/13, 83, 61, , , 8, 
2021/3/14, 131, 78, , , 14, 
2021/3/15, 160, 77, , 73, 12, 
2021/3/16, 159, 101, , 47, 9, 
2021/3/17, 154, 79, , 47, 6, 
2021/3/18, 132, 41, , 27, 3, 
2021/3/19, 74, 26, , 24, 4, 
2021/3/20, 63, 20, , 35, 5, 
2021/3/21, 60, 41, , 35, 6, 
2021/3/22, 78, 63, , 25, 4, 
2021/3/23, 96, 73, , 34, 7, 
2021/3/24, 115, 100, , 24, 4, 
2021/3/25, 144, 87, , 21, 4, 
2021/3/26, 105, 107, , 25, 5, 
2021/3/27, 129, 29, , 19, 4, 
2021/3/28, 51, 45, , 29, 7, 
2021/3/29, 66, 44, , 31, 5, 
2021/3/30, 69, 48, , 46, 6, 
2021/3/31, 77, 58, , 52, 9, 
2020/11/7, 109, 47, , 27, 6, 12
2020/11/8, 66, 60, , 45, 11, 21
2020/11/9, 85, 64, , 58, 9, 23
2020/11/10, 114, 52, , 50, 8, 23
2020/11/11, 113, 46, , 40, 9, 20
2020/11/12, 93, 29, , 33, 5, 12
2020/11/13, 70, 38, , 40, 7, 16
2020/11/14, 82, 41, , 41, 6, 11
2020/11/15, 86, 48, , 47, 9, 16
2020/11/16, 87, 42, , 48, 9, 17
2020/11/17, 82, 63, , 55, 12, 23
2020/11/18, 125, 41, , 43, 9, 18
2020/11/19, 81, 28, , 38, 8, 9
2020/11/20, 60, 33, , 46, 7, 19
2020/11/21, 85, 35, , 41, 5, 17
2020/11/22, 81, 56, , 41, 25, 17
2020/11/23, 126, 62, , 44, 14, 16
2020/11/24, 136, 63, , 45, 8, 16
2020/11/25, 141, 79, , 54, 22, 22
2020/11/26, 161, 51, , 49, 7, 22
2020/11/27, 112, 56, , 47, 18, 22
2020/11/28, 96, 29, , 44, 7, 16
2020/11/29, 78, 46, , 48, 8, 17
2020/11/30, 98, 74, , 64, 14, 31
2020/12/1, 148, 100, , 77, 13, 36
2020/12/2, 172, 70, , 59, 13, 22
2020/12/3, 157, 62, , 50, 18, 28
2020/12/4, 134, 63, , 55, 16, 19
2020/12/5, 141, 31, , 43, 10, 15
2020/12/6, 75, 25, , 46, 8, 23
2020/12/7, 68, 58, , 62, 14, 31
2020/12/8, 112, 78, , 76, 13, 32
2020/12/9, 154, 77, , 70, 15, 24
2020/12/10, 153, 65, , 55, 12, 33
2020/12/11, 139, 59, , 53, 15, 24
2020/12/12, 104, 77, , 59, 19, 22
2020/12/13, 154, 88, , 64, 15, 38
2020/12/14, 161, 80, , 61, 19, 16
2020/12/15, 149, 70, , 63, 14, 22
2020/12/16, 142, 77, , 79, 18, 32
2020/12/17, 163, 80, , 58, 17, 17
2020/12/18, 164, 52, , 49, 9, 22
2020/12/19, 111, 62, , 59, 13, 22
2020/12/20, 132, 60, , 55, 10, 22
2020/12/21, 122, 86, , 69, 20, 28
2020/12/22, 162, 77, , 66, 25, 22
2020/12/23, 158, 62, , 66, 11, 23
2020/12/24, 150, 16, , 30, 4, 10
2020/12/25, 37, 53, , 57, 13, 29
2020/12/26, 97, 79, , 73, 24, 30
2020/12/27, 146, 85, , 75, 16, 30
2020/12/28, 150, 98, , 81, 30, 31
2020/12/29, 166, 107, , 84, 19, 34
2020/12/30, 175, 116, , 97, 27, 47
2020/12/31, 184, 90, , 79, 25, 25
2021/1/1, 169, 89, , 76, 20, 37
2021/1/2, 166, 94, , 88, 21, 37
2021/1/3, 167, 76, , 68, 18, 37
2020/1/1, 128, 53, 11, 56, 13, 22
2020/1/2, 92, 63, 14, 63, 18, 26
2020/1/3, 125, 54, 14, 54, 10, 19
2020/1/4, 115, 30, 16, 40, 6, 14
2020/1/5, 68, , , , , 
2020/1/12, 103, 80, 11, 72, 32, 31
2020/1/13, 140, 65, 9, 50, 15, 22
2020/1/14, 127, 69, 5, 58, 16, 29
2020/1/15, 139, , , , , 
2020/2/8, 84, 61, 22, 27, 6, 9
2020/2/9, 50, 46, 20, 32, 7, 10
2020/2/10, 53, 22, 19, 28, 6, 
2020/2/11, 45, 33, 14, 44, 10, 
2020/2/12, 44, , , , , 
2019/10/1, 114, 78, 37, 55, 10, 28
2019/10/2, 108, 66, 38, 46, 13, 20
2019/10/3, 100, 67, 52, 46, 11, 27
2019/10/4, 107, 63, 36, 35, 6, 18
2019/10/5, 83, 60, 29, 42, 11, 27
2019/10/6, 84, 77, 23, 36, 11, 30
2019/10/7, 100, 73, 32, 37, 14, 33
2019/10/8, 104, 74, 22, 44, 12, 39
2019/10/9, 99, 65, 36, 43, 16, 31
2019/10/10, 88, 56, 36, 42, 10, 29
2019/10/11, 88, 67, 36, 42, 16, 37
2019/10/12, 94, 84, 16, 31, 9, 19
2019/10/13, 89, 66, 31, 26, 12, 15
2019/10/14, 77, 62, 38, 43, 13, 28
2019/10/15, 83, 73, 31, 64, 12, 34
2019/10/16, 99, 69, 40, 57, 9, 30
2019/10/17, 96, 61, 45, 50, 8, 30
2019/10/18, 85, 64, 37, 49, 8, 35
2019/10/19, 91, 76, 16, 50, 12, 27
2019/10/20, 106, 56, 28, 38, 11, 15
2019/10/21, 98, 37, 7, 37, 7, 18
2019/10/22, 70, 50, 9, 40, 5, 18
2019/10/23, 103, 53, 25, 46, 6, 21
2019/10/24, 114, 35, 15, 36, 4, 14
2019/10/25, 86, 48, 11, 34, 6, 17
2019/10/26, 104, 51, 22, 28, 6, 16
2019/10/27, 112, 40, 11, 48, 6, 15
2019/10/28, 82, 39, 22, 46, 8, 20
2019/10/29, 68, 68, 18, 57, 9, 32
2019/10/30, 104, 50, 21, 56, 9, 23
2019/10/31, 88, 45, 33, 44, 6, 11
2019/11/1, 86, 59, 25, 56, 11, 26
2019/11/2, 109, 71, 13, 61, 12, 36
2019/11/3, 113, 61, 20, 46, 12, 20
2019/11/4, 89, 75, 19, 64, 13, 26
2019/11/5, 131, 76, 26, 64, 17, 24
2019/11/6, 141, 75, 28, 65, 12, 23
2019/11/7, 138, 70, 30, 69, 12, 22
2019/11/8, 132, 77, 17, 80, 16, 39
2019/11/9, 132, 76, 17, 83, 15, 39
2019/11/10, 128, 95, 5, 92, 23, 48
2019/11/11, 152, 102, 20, 81, 22, 61
2019/11/12, 161, 105, 16, 27, 14, 58
2019/11/13, 162, 110, 17, 23, 21, 40
2019/11/14, 170, 71, 18, 14, 9, 19
2019/11/15, 95, 33, 10, 12, 8, 11
2019/11/16, 62, , , , , 
2019/11/19, 102, 40, 5, 14, 8, 20
2019/11/20, 95, 55, 13, 15, 10, 25
2019/11/21, 99, 62, 13, 14, 10, 19
2019/11/22, 131, 66, 7, 14, 12, 22
2019/11/23, 137, 65, 9, 13, 14, 19
2019/11/24, 129, 62, 9, 14, 12, 13
2019/11/25, 131, 63, 11, 19, 8, 15
2019/11/26, 129, 80, 10, 21, 14, 22
2019/11/27, 161, 95, 8, 23, 20, 21
2019/11/28, 174, 71, 12, 21, 12, 18
2019/11/29, 160, 73, 14, 21, 14, 22
2019/11/30, 140, 68, 12, 22, 17, 31
2019/12/1, 127, 97, 4, 24, 21, 33
2019/12/2, 169, 44, 5, 20, 9, 22
2019/12/3, 96, 48, 9, 19, 10, 27
2019/12/4, 93, 70, 9, 20, 13, 31
2019/12/5, 124, 56, 12, 19, 10, 20
2019/12/6, 120, 40, 14, 18, 8, 16
2019/12/7, 84, 27, 12, 16, 6, 21
2019/12/8, 67, 31, 20, 10, 7, 13
2019/12/9, 58, 57, 11, 39, 13, 28
2019/12/10, 100, 58, 8, 53, 13, 24
2019/12/11, 105, 55, 11, 54, 12, 25
2019/12/12, 105, 67, 12, 51, 13, 18
2019/12/13, 150, 73, 8, 61, 13, 23
2019/12/14, 155, 86, 10, 69, 13, 28
2019/12/15, 165, 89, 10, 72, 13, 27
2019/12/16, 171, 53, 11, 51, 7, 16
2019/12/17, 119, 54, 8, 51, 12, 31
2019/12/18, 105, 68, 9, 69, 17, 41
2019/12/19, 117, 72, 10, 75, 17, 44
2019/12/20, 133, 79, 9, 72, 19, 37
2019/12/21, 150, 88, 10, 76, 24, 37
2019/12/22, 165, 90, 9, 82, 19, 43
2019/12/23, 160, 94, 10, 82, 26, 38
2019/12/24, 166, 112, 10, 96, 34, 61
2019/12/25, 182, 90, 12, 75, 17, 34
2019/12/26, 156, 99, 9, 96, 29, 55
2019/12/27, 165, 42, 16, 42, 7, 10
2019/12/28, 57, 62, 12, 53, 11, 21
2019/12/29, 67, , , , , 
2019/7/1, 131, 87, 51, 43, 7, 9
2019/7/2, 107, 89, 65, 43, 13, 16
2019/7/3, 134, 74, 86, 50, 8, 24
2019/7/4, 118, 78, 73, 55, 10, 32
2019/7/5, 127, 79, 59, 48, 8, 26
2019/7/6, 124, 73, 79, 46, 7, 23
2019/7/7, 116, 77, 55, 51, 10, 22
2019/7/8, 119, 78, 124, 57, 11, 26
2019/7/9, 128, 82, 49, 47, 6, 12
2019/7/10, 113, 69, 87, 43, 8, 13
2019/7/11, 111, 60, 75, 40, 7, 19
2019/7/12, 101, 67, 116, 53, 7, 24
2019/7/13, 109, 66, 97, 54, 9, 27
2019/7/14, 109, 73, 45, 47, 6, 27
2019/7/15, 102, 62, 35, 43, 4, 16
2019/7/16, 98, 57, 41, 38, 4, 14
2019/7/17, 90, 49, 52, 42, 6, 15
2019/7/18, 83, 50, 80, 42, 9, 21
2019/7/19, 86, 56, 75, 50, 10, 23
2019/7/20, 97, 64, 44, 44, 9, 18
2019/7/21, 100, 58, 38, 43, 5, 18
2019/7/22, 90, 54, 89, 49, 7, 22
2019/7/23, 93, 59, 79, 47, 9, 18
2019/7/24, 89, 56, 83, 53, 11, 29
2019/7/25, 95, 59, 88, 51, 12, 30
2019/7/26, 97, 68, 38, 42, 11, 19
2019/7/27, 105, 49, 45, 36, 6, 14
2019/7/28, 97, 82, 82, 42, 8, 19
2019/7/29, 125, 63, 87, 45, 8, 21
2019/7/30, 125, 66, 105, 64, 12, 35
2019/7/31, 114, 63, 131, 66, 7, 28
